Link,Title,Content,cluster
https://www.herald.co.zw/fc-platinum-silence-bosso-on-homeground/,FC Platinum silence Bosso on homeground,"Nkosilathi Sibanda in BULAWAYO Highlanders . . . . . . . . . . . . . . . . . . . . . .   0 FC Platinum . . . . . . . . . . . . . . . . . . . . .  . . 2 HIGHLANDERS’ promising start to the Castle Lager Premiership was dented as they succumbed to a 2-0 loss against visiting FC Platinum at Barbourfields yesterday. Early goals by FC Platinum, that came in  a flash, inside 10 minutes was all that separated the teams. FC Platinum opened the scoring in two minutes of play through Juan Mutudza, who positioned himself well to finish off a coordinated passage of play. Highlanders’s defence was caught off guard and exposed their goalkeeper, Raphael Pitisi, who dived the wrong way and let in a beauty of a shot. In the opening five minutes, Highlanders tried to raid the platinum miners with fast-paced attcks but the visitors’ defence was alert, shutting out the efforts. FC Platinum had the first corner, just in 10 minutes of play, Mutudza curled it and Lawrence Mhlanga rose high and nodded the second goal. That is all FC Platinum needed to collect maximum points. Highlanders were not in their usual form and the trusted defensive line,  led by captain Peter Muduhwa, was porous. After the second goal, Bosso attempted to regain composure and Mvelo Khoza’s thunderbolt went wide. Godfrey Makaruse, who was drafted in to replace Archford Faira, was fouled on the left lank by Hagiazo Magaya. However, Mbeba skied the free-kick. Bosso’s first corner came in the 30th minute. Prince Ndlovu took the kick but found no takers at goal. Another corner kick came and Andrew Mbeba was trusted to pass it through, instead, the ball was blocked by Platinum’ Rainsome Pavari. For Highlanders, the absence of the ever creative Melikhaya Ncube, who was serving a one-match suspension, was felt. At the 37th minute, Bosso had the chance to reply but McKinnon Mushore’s shot hit the upright post, with the rebound landing on Prince Ndlovu’s boots but he shot wide. In the opening 15 minutes of the second half, Highlanders had opportunities to hit back but Lynoth Chikuhwa fluffed them, while FC Platinum could have netted their third goal through Hagiazo Magaya. In the end, Kaindu rued the absence of Melikhaya. “We were unsettled in the first 10 minutes that we conceded two goals and it is always difficult to come back, especially against a team like FC Platinum. I think Melikhaya’s absence could have affected us. “We didn’t convert chances that came our way. Our opponents scored utilised the chances they got. Even in the second half we looked a bit stronger but unfortunately we couldn’t get the goals in terms of converting the chances that we had created. FC Platinum coach, Norman Mapeza, was a happy man. He was honest enough to say he did not expect the victory, given Bosso’s legacy at Barbourfields and their record so far. “It was a good game of football. I said it before, it was all to do with controlling the game in the opening minutes and that’s exactly what we did. We had some good opportunities to increase the lead. Overall it was a good game,” said Mapeza. “I told the guys that in the first 15 minutes they were going to come at us. It worked well as we needed to defend with four players at the back and made sure there were no crosses coming in between. Well done to my boys, they did exactly what we did at training,” said Mapeza. Teams: Highlanders: R. Pitisi, D. Mhindirira (Chigonero 66 minutes) , L. Chikuhwa, M. Mushore, P. Ndlovu, G. Makaruse ( T. Dube 79 minutes), A. Mbeba, M. Mushore, P. Muduhwa, M. Khoza ( Chigumira 66 minutes) B. Ncube FC Platinum: D. Bizabani, B. Nzori, L. Mhanga, R. Pavari, S. Mhlanga (Manhire 83 minutes)   H. Magaya, B. Banda, J. Mutudza (Mangiza 83 minutes), D. Marowa, (Bhebhe 61  minutes) P. Mutimbanyoka, W. Muvirimi (T Ngwenya 61 minutes) ",1
https://www.chronicle.co.zw/watch-quick-flashes-dazzle-bosso/,WATCH: Quick flashes dazzle Bosso,"Nkosilathi Sibanda at Barbourfields Stadium  Highlanders 0-2 FC Platinum THE glory that laced Highlanders’ good start to the Castle Lager Premiership was dented as they succumbed to a two-nil loss against visiting FC Platinum at Barbourfields yesterday. Early goals by FC Platinum, that came in a quick flash inside 10 minutes was all that separated the two teams. FC Platinum opened the nets in two minutes of play through Juan Mutudza, who well positioned himself to finish off a co-ordinated play. Highlanders rear guard was caught off guard and exposed their goalkeeper Raphael Pitisi, who dived the wrong way and let in a beauty of a shot. Inside the five minutes, Highlanders tried to raid upfront, making fast paces but the visitors’ defence was alert, marking close man-to-man, shutting out the efforts.  FC Platinum had the first corner, just in 10 minutes of play, Mutudza curled it and Lawrence Mhlanga rose high and nodded the second goal. It was two-nil.  Highlanders were not in their usual form. That trusted defensive line led by captain Peter Muduhwa was porous. The goalie was out of sorts in as much as he needed that rear cover. After the second goal, Bosso attempted to regain composure and there was Mvelo Khoza with a thunderbolt that however, went wide. Godfrey Makaruse, who was drafted in to replace Archford Faira, was tackled on his attack in the left lank by Hagiazo Magaya. It was a foul. Mbeba took the kick and skied it.  Bosso’s first corner came in the 30th minute. Prince Ndlovu took the task and got no takers at goal. Another corner kick came and Andrew Mbeba was trusted to pass it through, instead, the ball was blocked by Platinum’ Rainsome Pavari. In that first stanza, Bosso’s midfield failed to create and maintain play. FC Platinum read the match so well and saw that Bosso had a huge lapse in the middle of the park, so much that they made a good advantage of blocking Highlanders’ best offensive moves, in the crosses, coming off the flanks.  The absence of the ever creative Melikhaya Ncube was felt. Ncube was serving a yellow card suspension. At the 37th minute, Bosso had the chance to reply as McKinnon Mushore’s shot hit the upright post with the rebound landing on Prince Ndlovu’s boots, who let it wide and made the fans sigh in disbelief of a moment they saw as a redemption. However, it wasn’t to be. FC Platinum had their second and third corners at 39 minutes taken by Panashe Mutimbanyoka. They yielded nothing. A forth corner cane their way in the 43rd minute. The whistle was blown to end the first-half. All was well for the Norman Mapeza-coached side. In the opening 15 minutes of the second-, Highlanders will rue the chances they missed, they could have got the consolation and even levelled matters. Lynoth Chikuhwa had a near miss as he hit the ball to the far post. It was another opportunity for recovery. Showing off their Pure Platinum Play, the visitors could have netted their third goal through Hagiazo Magaya. Both teams made changes in bringing in substitutes. FC Platinum were the first as they made a double substitution in 61 minutes when Thandolwenkosi Ngwenya came for Wilfred Muvirimi and Oscar Bhebhe for Davison Murowa. Bosso, reeling under pressure, in the 66th minute brought Marvellous Chigumira, resting Mvelo Khoza. Calvin Chigonero came in for Devine Mhindirira. The losing side also brought in Talent Dube to replace Godfrey Makaruse in the 79th minute. At the stroke of full time, in the 83rd minute, Mapeza made another change. Brighton Manhire replaced Shephard Mhlanga. Kelvin Mangiza was off for Mutudza.  For FC Platinum, the fresh legs could have been to cement the lead they enjoyed so well while for Highlanders coach Kelvin Kaindu it was a desperate search for goals that were elusive. It felt bad for Kaindu and he was in pain for not having Melikhaya on the fold. He admitted his side wasn’t on point yesterday. It was Highlanders’ second loss in the campaign. Kaindu made a reference to Melikhaya Ncube’s absence which he said affected the team. “We were unsettled in the first 10 minutes that we conceded two goals and it is always difficult to come back, especially against a team like FC Platinum. I think Melikhaya’s absence probably affected us. “We didn’t convert chances that came our way. Our opponents scored the chances they got. What happened was failure to convert the numerous chances that we had. Even in the second-half we looked a  stronger side but unfortunately we couldn’t get the goals from the chances we created.  FC Platinum coach, Norman Mapeza was a happy man and heaped praises on his charges. He, however, said he didn’t expect the victory given Bosso’s legacy at Barbourfields and their record so far. – @NkosieLegend.      ",1
https://www.newsday.co.zw/sport/article/200026387/bosso-wont-have-it-easy-arenel,"
                     Bosso won’t have it easy: Arenel
                    ","ARENEL Movers coach Farai Tawachera has warned Highlanders that they face a tough fight for three points when the two sides clash in a Castle Lager Premier Soccer League match at Barbourfields Stadium on Sunday. Tawachera said his boys are free of the pressure that suffocates big clubs when they face Bosso at BF. “It is a big game considering we are playing the big brother of the region. It is not going to be an easy game for us, neither is it going to be easy for them. We want to go there and express ourselves and exhibit what we can do. We are not under any pressure at all. There is nothing new about losing to Highlanders. We have seen big teams losing to Highlanders at BF and that makes us go out with no pressure but a free mind to express ourselves,” Tawachera said. He hoped his boys would have recovered from fatigue after travelling more than 3 000km by road to fulfil the last three matches. They are monitoring captain Zibusiso Dambo and striker Toto Banda who are recovering from injuries. Arenel lost their last two matches to Manica Diamonds and Green Fuel and sit on position 16 on the log table with eight points from one win and five draws. They have lost three matches going into the 10th game of the season. They face Highlanders who lead the championship race with 18 points from five wins, three draws and one defeat. After losing to Chicken Inn at BF and a draw to Herentals in Harare, Highlanders dispatched Caps United at home and are away to Arenel who have given big clubs a headache. Highlanders’ top striker Lynoth Chikuhwa has scored five goals to date and leads on the scorers’ charts. They will be looking up to him to provide the goals upfront. Highlanders have unearthed an enterprising right-back in teenager Mvelo Khoza, who is blessed with brilliant crosses. Khoza (18) impressed when he came in for an ineffective Brian Mlotshwa in Bosso’s loss to Chicken Inn and impressed. He has not looked back with coach Kelvin Kaindu putting his trust in the youthful defender. ",1
https://www.newsday.co.zw/sport/article/200026462/bosso-wary-of-arenel-gamecocks-host-dembare,"
                     Bosso wary of Arenel, GameCocks host DeMbare
                    ","BULAWAYO fans will have a football treat this weekend with two exciting Castle Lager Premier Soccer League matches lined up at Barbourfields Stadium today and tomorrow. Chicken Inn, coming from a 2-0 defeat to Yadah at Heart Stadium last weekend, return home for another tough assignment against Dynamos at BF. After the loss to Yadah, the Gamecocks (15 points) were dislodged from the second spot by on-fire Manica Diamonds (16 points) and they dropped further down to position four as Bulawayo Chiefs (15 points) rose on the log standings after beating Chegutu Pirates. Against Dynamos today, Chicken Inn are without Danny “Deco” Phiri, who saw red against The Miracle Boys and Brighton Makopa is being monitored after an injury in the last game. Coach Joey Antipas is hoping for the best against Dynamos and bouncing back to winning ways. “It is a hell of a game. We are expecting fireworks. Dynamos are a good side and like Highlanders, are one of the biggest clubs in the country. We are looking forward to the game and hopeful that we bounce back. Deco is out and Makopa will have to pass a late fitness test and we will see what happens,” Antipas said. Dynamos are also missing key players through injury or suspension. Skipper Frank Makarati, his deputy Emmanuel Jalai and Tanaka Shandirwa will miss the match. Makarati and Shandirwa are out injured while Jalai is suspended. Coach Genesis Mangombe needs an outright win against Chicken Inn to keep his job safe at the Harare giants. Tomorrow log leaders Highlanders have a tough one against city neighbours Arenel Movers. Bosso coach Kelvin Kaindu is spoilt for choice as his squad has a clean bill of health. Highlanders lead the pack with 18 points and look forward to stretching that lead. “These boys are quite familiar with each other; they interact with each other and that makes it very difficult. It’s a derby. We won last weekend but this is a different game, the other one is gone. We have done well against big teams and struggled against small teams. We struggled against Herentals and this is almost similar. We hope to make it. What we must do is guard against complacency,” Kaindu said. Highlanders are banking on Lynoth Chikuhwa, Brighton Ncube, Devine Mhindirira and the enterprising right-back Mvelo Khoza. Arenel coach Farai Tawachera said they will not give Highlanders three points on a silver platter. ",1
https://www.newsday.co.zw/sport/article/200026553/where-theres-william-theres-a-way,"
                     Where there’s William, there’s a way
                    ","Caps United . . . . . . . .(3) 3 Hwange . . . . . . . . . . . . . 0 WILLIAM Manondo scored a first half brace as Caps United rekindled the good old days after hammering a sobbing Hwange in a Castle Lager Premier Soccer League match at Rufaro Stadium yesterday. Quick fire goals early in the contest, first from Manondo, who connected a Junior Bunjira cross at the back post and a Hastings Chapusha rising shot following a corner kick three minutes later, put the Green Machine on their way to a comfortable win. Manondo put the Lloyd Chitembwe-coached side out of sight with a 41st minute headed goal, connecting a perfect Eric Manokore cross from the right as the Green Machine bounced back from their loss away to Highlanders last week. Bottom placed Hwange were in shambles defensively in this one-sided contest in the first half, but still managed to cause a brief scare towards the break when Pritchard Mphelele forced a good save by Caps goalkeeper Tonderai Mateyaunga. The first half lead allowed Caps United to play with a lot of freedom in the second stanza as they passed the ball around nicely with new boy Kingsley Mureremba, given his first start since he joined from relegated Cranborne Bullets, a joy to watch. Manondo could have registered a hat trick early in the second half when he rose unmarked a few metres out, but his thumping header went straight into the hands of Hwange keeper Bhekimpilo Ncube. That proved to be the only meaningful chance in the uneventful second half. The three points moved Caps United into seventh position with 13 points, six behind log leaders Highlanders after 10 rounds of matches. The defeat was Hwange’s sixth of the season as the struggling side remained bottom of the standings with six points from a possible 30. Their coach Nation Dube, who is under pressure after the horrible start to their season, admitted things are not well. “We just failed to defend the crosses into the box and the opponent utilised their chances,” Dube said. “We go back to the drawing board and see how we can improve on our defending because we are creating chance, but also failing to convert them. We are so porous at the back. I'm worried because if we can go six games without a win, as a coach you become worried.” Chitembwe was happy with his team's response following the defeat to Highlanders last week. “It was a good game, and we are happy. We scored more and did a very good job in terms of defending. But I think we need to do more, be more consistent.” Commenting on Manondo's performance, he said: “His performance was good. It’s good for his confidence going forward.” Teams Caps United: T Mateyaunga, H Chapusha, E Manokore, B Kangwa, G Murwira, K Mureremba, W Manondo (J Bakari, 83'), J Bunjira (T Matindife, 78'), W Makuva (I Zambezi, 83'), R Chinyengetere (B Sarupinda, 83'), R Kawondera (C Sithole, 65'). Hwange: B Ncube, J Mumpande, K Shiyandindi, L Sibanda, S Moyo, P Mpelele, T Muvuti, S Sithole (T Shenje, 47'), S Gadzikwa (B Ngoma, 47'), S Muvirimi, P Mathe ",1
https://www.newsday.co.zw/sport/article/200026554/arenel-frustrate-bosso,"
                     Arenel frustrate Bosso
                    ","ARENEL MOVERS . . . . . . . . . . 0 HIGHLANDERS . . . . . . . . . . . . 0 HIGHLANDERS were looking to collect another set of three points away from the comforts of Barbourfields Stadium, but were frustrated to a draw against new boys Areneld yesterday. The stalemate meant that the Bulawayo giants now have the same number of points as Manica Diamonds who defeated ZPC Kariba at Nyamhunga on Saturday. Highlanders coach Kelvin Kaindu said the draw felt like a defeat. “It’s not even a point gained. I would say we dropped three points today. Out of all the games that we have drawn, I feel this is a game that we should have won. In terms of playing our local teams, we have drawn twice and lost once and I think there is a lot of complacency in our team. We have also noticed that every team that we draw with is celebrating. If you don’t score early against these teams you get frustrated. They will be going down and delaying like what that keeper was doing,” Kaindu said. Arenel coach Farai Tawachera was happy with a draw which they dedicated to their vice-chairman Bheka “Mahii” Sibanda, who collapsed and died in a Bulawayo shop on Saturday morning. “I am happy with the point. It’s not easy to play Highlanders. One needs to bring a lot of thinking into the game. We just said let them play and we play. But when we get the ball, let’s hit them where it matters most. We could have buried them in the first half. We were a bit hesitant in the final third. But it’s normal, we are a new team trying to work our combinations. It takes time,” Tawachera said. Arenel showed early in the game that they were not intent on just sitting to protect a point with forays of their own. Highlanders’ shot-stopper Raphael Pitisi cut out a potentially dangerous cross by Arenel’s Kudzaishe Dzingwe in the 12th minute. A blunder by left-back Archford Faira and central defender Peter Muduhwa inside their penalty area almost cost Highlanders in the 17th minute, but Pitisi once again came to the rescue from another Dzingwe effort. Brighton Ncube, for Highlanders, connected an Andrew Mbeba freekick in the 38th minute, but Arenel goalkeeper Aaron Ngwenya made a brilliant save. Content with a draw, Arenel started employing time-wasting antics going into the second half with no meaningful attack from either side. Ngwenya, the culprit in time-wasting was cautioned by referee Owen Manenda and Tawachera had no kind words for the goalkeeper after the match. Highlanders skipper Muduhwa tried to lead by example, advanced upfront and caused anxious moments for Arenel Movers in the second half, but the goals would not come. Teams: Arenel Movers: A Ngwenya, K Dzingwe, B Jaravaza (C Chinomoma 84'), A Ndlovu, P Mwenda, G Chingwenhese, C Munkuli, Z Dambo, T January, C Machisi (T Banda 84'), B Ngwenya Highlanders: R Pitisi, M Khoza, A Faira, A Mbeba, P Muduhwa, M Ncube, L Chikuhwa (B Ndlovu 76'), M Mushore (G Nyathi 76'), B Ncube, D Mhindirira (R Sibanda 62'), P Ndlovu (M Sibanda 62') PSL Matchday 10 Results Arenel 0-0 Highlanders CAPS United 3-0 Hwange Chegutu Pirates 1-2 Simba Bhora ",1
https://www.newsday.co.zw/sport/article/200026571/pressure-eases-on-chiragwi,"
                     Pressure eases on Chiragwi
                    ","NGEZI Platinum Stars' nervy 1-0 victory over Bulawayo Chiefs on Saturday ended a five match winless streak for the defending champions and coach Takesure Chiragwi hopes it will be the catalyst to turn around their league fortunes. Madamburo, who had lost once and drew four in their previous five matches, got back on track with a Takunda Benhura first half goal. The win helped ease some pressure on Chiragwi who is under the microscope after his team's underwhelming start to the season. “I hope with this win, the heavens have smiled on us to go on a good winning run,” a relieved Chiragwi said. “I believe this could be the start of a winning phase for us. I can feel it because we are coming from a tough phase. I am just hoping that the difficult phase is behind us and we can start winning games again. We should start to enjoy the phase of winning, which is important for the team.” The club’s management have publicly backed Chiragwi and he is appreciative. “It is very important for me. As the head coach of the team, I am happy to know that my bosses are always there for me. They understand that we are going through a bad phase. They also know that being defending champions is not easy because every team wants to beat us. I really appreciate their support and I am happy because they always give us an umbrella that protect us from any storm. They have been very supportive in everything. This is a great club, to be honest, and we are happy with our management because when the situation is like this, it is also difficult for them but they understand what we are going through.” Ngezi Platinum’s major problem this season has been their porous defence which has let in nine goals so far against the eight that they have scored. They have managed to keep five clean sheets in their first 10 games of the season. Chiragwi is demanding his defence, which was the team’s pillar of strength last season, to pull up their socks. “If you score goals and then you do not defend well, you do not win matches. The basic football language is to make sure that you concentrate the whole 90 minutes. If you score, defend well, you win. But if you open up at the back and concede easily, then you are likely to lose or draw. We are working on it ... that once we get goals, we do not have to concede nomatter how difficult the situation might be. We have to show resistance at the back,” he added. ",1
https://www.newsday.co.zw/sport/article/200026626/psl-imposes-fine-on-caps-chitembwe,"
                     PSL imposes fine on Caps, Chitembwe
                    ","The Premier Soccer League Disciplinary committee has handed a hefty $5000 fine to Caps United for causing the abandonment of their League tie against FC Platinum earlier this season.   FC Platinum, who were leading 1-0 when the match was abandoned, have been awarded 3 points on a 3-0 scoreline. Caps United coach Lloyd Chitembwe who branded match referees as ""stupid"" was fined $400 for his post-match comments.   ",1
https://www.newsday.co.zw/sport/article/200026648/psl-comes-down-hard-on-caps-chitembwe,"
                     PSL comes down hard on Caps, Chitembwe
                    ","THE Premier Soccer League (PSL) has descended heavily on Caps United after handing the Harare giants a hefty fine for causing the abandonment of their league match against FC Platinum at Mandava Stadium earlier this season. The PSL disciplinary committee slapped a US$5 000 fine on the Green Machine for their fans' hooliganism, while club coach Lloyd Chitembwe was also fined US$400 for his post-match outburst in which he branded the match officials “stupid”. FC Platinum, who were leading the match 1-0 when the match was called off due to crowd trouble, have been handed the game on a 3-0 forfeiture scoreline. Consequently, the Zvishavane side moves into third position on the log standings with 18 points, one behind joint leaders Highlanders and Manica Diamonds after 10 rounds of matches, while Caps United remain on seventh position with 13 points, although their goal difference section on the log table has taken a significant knock. In a statement yesterday, the PSL said Caps United had been found guilty of causing the abandonment of the match and will pay US$4 500 plus the costs of the hearing. ""The club was found guilty of causing the abandonment of the match and fined a sum of US$5 000, US$500 of which is suspended on condition that the club is not convicted of a similar offense. The effective fine of US$4 500 together with the costs of the hearing is to be paid by May 27, 2024. Additionally, the match has been forfeited and awarded to FC Platinum on a 3-nil scoreline. Caps United coach Lloyd Chitembwe was also found guilty of making statements that bring the league into disrepute and dined US$400."" The match was abandoned around 85th minutes after the away fans invaded the pitch in protest over a Ralph Kawondera disallowed goal. The home side had taken a first half lead through Juan Mutudza before the former FC Platinum midfielder thought he had secured a point for a his side late on, but his effort was disallowed by match officials for an offside, much to the disgust of the Caps United fans who decided to take matters into their hands. The PSL disciplinary committee is also expected to make a judgement in another abandoned match between Dynamos and Chegutu Pirates at Baobab Stadium last month. The match was called off after Chegutu Pirates supporters protested the awarding of a late Dynamos goal by Emmanuel Paga which they argued did not cross the goal line. Both teams were asked by the league bosses to submit reports of what transpired on the ill-fated day. ",1
https://www.newsday.co.zw/sport/article/200026665/kaindu-prays-for-goals,"
                     Kaindu prays for goals
                    ","HIGHLANDERS coach Kelvin Kaindu is worried about his strikers’ struggles in front of goal ahead of the log leaders clash with FC Platinum in a Castle Lager Premier Soccer League match on Sunday. The Bulawayo giants fired blanks last Sunday when they were held to a goalless draw by new boys Arenel Movers in a match the Zambian gaffer believes Highlanders should have won. Bosso forwards have been lethargic of late with the league’s leading goal scorer Lynoth Chikuhwa (on five goals) having last scored when Highlanders fell 2-1 to Chicken Inn at Barbourfields (BF) three weeks ago. He struggled in the 2-0 victory over Caps United in which defender Andrew Mbeba and midfielder Mckinnon Mushore scored. Brighton Ncube’s last goal was in the 2-2 draw to Herentals in Harare two weeks ago with the other goal coming from youthful defender Mvelo Khoza. Chikuhwa and Ncube (on four goals) started the season with a bang, but their form has slumped. Kaindu is aware of the threat that FC Platinum poses, but said they were working on their finishing ahead of the Sunday clash. “Most teams have tried to prevent us from scoring and we are happy that in the last games that we have played, it is only one (against Arenel) that we have not managed to get any goal. We are still working on our finishing in offensiveness when we have the ball. We are playing FC Platinum, a formidable side and they have a good coach who can influence the result of the game at any given time. We know the pedigree that FC Platinum have, the style of play that they want to display and we hope that it is going to be entertaining to all our fans,” Kaindu said. Young attacking midfielder Prince Ndlovu is believed to be injured, while midfielder Melikhaya Ncube is suspended as he sits on three yellow cards. Kaindu spoke of an injured player due for a late fitness test, but withheld his name. “Our preparations for the coming fixture on Sunday against FC Platinum are, so far so good. The only problem that we have is a player who will be missing out because of suspension and maybe one player who still has to be attended to in terms of being fit to play. He is yet to see the doctor, but I cannot disclose his name for now,” Kaindu said. He added: “Melikhaya has been instrumental in all the games that he played. He has been consistent and he has played all the games without being substituted.” ",1
https://www.newsday.co.zw/sport/article/200026753/mapeza-optimistic-ahead-of-bosso-clash,"
                     Mapeza optimistic ahead of Bosso clash
                    ","NORMAN Mapeza is not reading much into how Highlanders has fared so far this season as FC Platinum prepare to take on the Bulawayo giants in a league match tomorrow. The Bulawayo giants fired blanks last week when they drew to Arenel Movers in a match that ended goalless. But they remained on top of the log with 19 points from 10 games. They are tied with Manica Diamonds, whose goal difference is inferior. Meanwhile, FC Platinum beat Green Fuel in their last match, ending a rather nightmarish spell in April. They are now third on the standings after being awarded maximum points from the abandoned match against Caps United. A win could see FC Platinum taking pole position depending on how Manica Diamonds fare against Bikita Minerals on the same day. Mapeza is optimistic ahead of the match and has chosen not to pay attention to how Highlanders have performed since the return of Zambian coach Kelvin Kaindu. ""We still have the same players who were out against Green Fuel sidelined. They have not yet recovered so they are out. But everyone else is fine,” said Mapeza ""Highlanders have a very good coach. They have been doing very well of late. They haven't won their last games, which were derbies. ""It's a normal phase in football. Everyone goes through it in football. They are a quality team and we know the danger especially when playing at Barbourfields. ""What is important for us is to make sure that we get everything right in all the phases of the game. ""Every time we get a positive result, it's a massive boost for us despite the scoreline. We needed the last match's win because the last four weeks were terrible for us,"" Mapeza added. ",1
https://www.newsday.co.zw/sport/article/200026752/goal-drought-threatens-dembares-chase,"
                     Goal drought threatens DeMbare's chase
                    ","DYNAMOS have encountered real problems at this early stage of the season, and finishing is definitely one of them. In a campaign characterised by an array of things gone wrong, injuries to key players including skipper Frank Makarati and Tanaka Shandirwa, referee calls not going their way in some instances and a cat and mouse relationship between the club bosses and coach Genesis Mangombe: Little wonder it has been a slow start to their new campaign. The league title chasing side has scored just eight goals in their opening 10 games of the season, only better than six other competitors in the league. Three of the teams with fewer goals than Dynamos are Hwange, Chegutu Pirates and Arenel Movers, sides that currently occupy the bottom three places on the log table. The Harare giants' leading goal scorer is Emmanuel Paga who has netted three goals. Ahead of their match against Herentals at Rufaro Stadium tomorrow, Mangombe said he is worried about his players' inability to convert into goals the numerous chances they create. He cited last week’s match against Chicken Inn as a good example, when they completely dominated the game and created a handful of chances which they wasted, resulting in a nil-all draw. It was the same story when they faced Simba Bhora three weeks ago in a game they also completely dominated and created the better chances. They paid dearly for their inefficiency when Walter Musona netted a smash and grab winner. ""I'm happy with the way we are creating chances, but not happy with our finishing,"" Mangombe said. ""Against Chicken Inn, we dominated and created plenty of chances. Putting the ball into the back of the net still remains a problem. This week, we have been training on our finishing, and hopefully, we will see an improvement against Herentals."" The former Yadah coach is worried about the potential threat posed by bogey side Herentals. Previous clashes between the two city rivals have been fought tightly, and Mangombe believes it will be no different this time around. ""When we play against Herentals, they give it their all, always. They treat this as a proper derby, they always want to win this match. It's not just Herentals alone, every player is motivated when they face Dynamos. At the same time they want to prove that they are good players. We are prepared for that. We need to be mentally sharp because we know they (Herentals) will do everything in order to beat us,"" Mangombe said. Dynamos welcome back into the team vice captain Emmanuel Jalai who missed the trip to Bulawayo due to suspension. The bad news is that Frank Makarati and Tanaka Shandirwa, who also missed last week's game due to injuries, are yet to recover. Winger Issa Sadiki has been added on to the injury list. Mangombe is desperate to win against Herentals for two significant reasons. First, to keep pace with the leading teams, and secondly, cement his position as the head of the technical team. Mangombe's performance is reviewed after every five games, thus the Herentals game is a start of a new cycle of the matches. DeMbare currently lie in 12th position on the log standings with 11 points, eight behind log leaders Highlanders. Mangombe's could however, be awarded three points from their abandoned match against Chegutu Pirates. Herentals have also had a horrible start too, and last week's 1-0 win over Yadah was only their second victory in nine matches. Crucially, the victory moved them out of the relegation zone into 14th position with 10 points. Matchday 11 fixtures  Today: GreenFuel v Zpc Kariba (GreenFuel), Yadah v Caps United (Rufaro), Bulawayo Chiefs v Chicken Inn (Luveve), Simba Bhora v Ngezi Platinum Stars (Wadzanai). Tomorrow: Manica Diamonds v Bikita Minerals (Sakubva), Highlanders v Fc Platinum (Barbourfields), Hwange v Arenel Movers (Colliery), Dynamos v Herentals (Rufaro), TelOne v Chegutu Pirates (Bata). ",1
https://www.newsday.co.zw/sport/article/200026760/agama-fc-challenges-trojan-in-mash-central-derby,"
                     Agama FC challenges Trojan in Mash Central derby
                    ","Mount Darwin-based side Agama FC , who are newcomers in the Northern Region Division One league, will be looking to claim the Mashonaland Central bragging rights when they make a short trip to Bindura to face seasoned campaigners Trojan Mine this afternoon. Both teams enter the match with momentum, having secured wins in their previous games. Agama FC recently handed Banket United their first defeat of the season, while Trojan FC celebrated a victory over CC Mhangura.Emson Chitsungo, chairperson of Agama Football Club, expressed confidence in his team's prospects for the upcoming match. “With the unwavering support from our club patrons, Malvern Moyo and Anne Antonio, there are no reasons why Agama will fail to secure three points from Trojan Football Club,” he declared. Echoing Chitsungo's sentiments, Agama’s vice chairperson, Willard Garanewako, highlighted the management’s efforts to boost player morale ahead of the crucial derby. “As part of the club's management, we are doing everything we can to motivate our players, ensuring they remain focused and spirited for this Mashonaland Central Derby,” said Garanewako. Garanewako further elaborated on the ethos of the club, encapsulated in its abbreviated name, AGAMA, which stands for Athletic, Gallant, Aspiring, Motivated, and Achievers.“So, 'AGAMA Football Club' could stand for 'Athletic Gallant Aspiring Motivated Achievers Football Club,' reflecting a team of determined and spirited individuals striving for excellence in their athletic pursuits,” he explained. He said this philosophy is a testament to the club’s ambition and the high standards they set for themselves on and off the pitch.The stakes are particularly high, as Agama currently sits two points and two places above Trojan in the league standings, occupying the eighth position with nine points, while Trojan is tenth with seven points. This derby is not just a battle for points but also for local bragging rights, setting the stage for an intense and thrilling encounter. As the teams prepare to face off, the entire Province watches with bated breath, anticipating a match that promises not only to showcase the spirit and skill of its players but also to ignite the passion of football fans across Mashonaland Central.     ",1
